source,item,qty
461,garlic,1
1915,fig,1
3672,watercress,1
1912,watercress,5
4551,raisin,5
1908,tat soi,2
2849,bilberry,2
4179,corn salad,4
1905,blackberry,1
4537,black-eyed pea,1
1609,butternut squash,2
2774,black-eyed pea,1
3427,damson,2
4888,frisee,1
4391,currant,3
25,apricot,3
193,currant,1
2684,currant,2
3863,black-eyed pea,3
3630,radish,2
2173,spinach,6
3520,coconut,5
2639,kale,2
3586,tat soi,5
4538,cloudberry,1
418,tat soi,4
212,lentils,1
3842,azuki bean,6
1437,broccoflower,2
3994,fig,2
726,spinach,3
4549,banana,1
1640,tubers,5
2178,alfalfa sprout,1
578,azuki bean,2
4846,avocado,1
4332,daikon,1
2652,spinach,5
3344,corn salad,5
4086,tat soi,2
3390,radish,2
1002,spinach,1
2176,asparagus,6
3544,apricot,6
3393,spinach,4
1055,tubers,2
4502,spinach,4
4212,grapefruit,5
2357,bilberry,4
1423,bilberry,1
3915,avocado,5
757,black-eyed pea,4
1551,tat soi,6
4057,apple,2
4734,damson,3
4835,daikon,6
1917,marjoram,4
2795,radish,3
1670,tubers,1
4033,apricot,6
2212,patty pan,1
3935,currant,4
1100,blackcurrant,2
4889,frisee,1
2720,yam,1
2260,blackcurrant,3
315,spaghetti squash,3
4407,fig,6
815,frisee,6
2318,daikon,6
663,tubers,5
1196,raisin,1
4139,cloudberry,2
3925,daikon,6
3472,tubers,3
4241,watercress,4
4547,fig,6
4635,fig,4
2315,goji berry,3
4941,cherimoya,6
3480,damson,6
4879,bilberry,2
4619,lentils,4
3758,tat soi,2
2229,marjoram,3
578,tubers,6
3457,marjoram,5
1914,bilberry,2
2048,azuki bean,4
4006,raisin,6
3807,goji berry,2
1560,daikon,3
3035,goji berry,6
3934,date,6
4920,spaghetti squash,4
960,fig,2
759,white radish,5
2716,cauliflower,5
578,goji berry,3
871,apricot,2
3821,currant,5
2715,corn salad,5
139,white radish,5
3206,bilberry,6
4951,spinach,5
812,alfalfa sprout,6
2433,azuki bean,6
4495,banana,2
550,date,1
4965,lentils,4
4768,corn salad,4
482,apple,2
1584,daikon,4
4969,tat soi,1
989,daikon,3
158,currant,2
4568,white radish,2
196,bilberry,1
494,tabasco pepper,3
2793,watercress,4
3313,potato,5
2281,black-eyed pea,1
4128,black-eyed pea,4
1425,coconut,1
3783,grapefruit,2
2492,patty pan,2
1850,cloudberry,4
4319,azuki bean,5
1148,goji berry,3
2654,bilberry,2
3716,avocado,1
2670,frisee,1
4235,broccoflower,1
982,patty pan,1
144,avocado,6
2473,spaghetti squash,1
2716,kale,1
2449,blueberry,6
1900,date,1
1241,corn salad,2
1363,feijoa,2
764,lentils,5
130,apple,2
2351,topinambur,3
2186,azuki bean,3
2591,apricot,4
1261,navy bean,4
4935,coconut,6
689,corn salad,2
3970,cloudberry,5
4829,dragonfruit,6
3288,cloudberry,2
2822,patty pan,6
2094,white radish,1
3796,currant,4
4264,daikon,4
1813,daikon,4
425,azuki bean,6
3711,cherimoya,3
2028,black-eyed pea,1
4369,coconut,1
2882,apricot,2
368,frisee,4
2131,bilberry,6
98,cabbage,2
1680,frisee,5
1637,cloudberry,4
2552,apple,5
3158,tabasco pepper,3
1212,frisee,2
1608,currant,6
314,tat soi,3
548,apple,5
1526,currant,4
4986,corn salad,5
2537,daikon,3
502,daikon,1
1235,white radish,5
1009,currant,3
3001,black-eyed pea,1
2416,frisee,5
2213,watercress,3
1369,tat soi,1
3543,spinach,4
3917,daikon,5
287,patty pan,2
2724,cloudberry,2
521,blackberry,4
3639,navy bean,3
871,dragonfruit,5
1206,spinach,6
3660,feijoa,6
3520,currant,3
216,fig,1
4751,tubers,1
152,patty pan,5
586,banana,3
4972,broccoflower,1
3912,fig,2
1634,spinach,5
1137,dragonfruit,6
1864,cherimoya,1
4569,apricot,2
3268,tabasco pepper,2
1594,butternut squash,2
643,radish,4
632,grapefruit,1
3025,black-eyed pea,1
3862,patty pan,3
4023,blackcurrant,2
1085,damson,1
101,date,4
419,azuki bean,4
2936,avocado,1
2598,broccoflower,3
4079,grapefruit,4
56,blackberry,3
1230,tabasco pepper,4
1524,bilberry,2
997,daikon,4
1424,goji berry,1
1965,kale,2
3600,blackcurrant,3
1461,blueberry,6
4996,cherimoya,6
1738,radish,6
323,raisin,2
751,tat soi,4
2750,goji berry,2
3418,watercress,4
3885,tubers,5
3724,feijoa,2
4993,cabbage,3
2771,goji berry,4
729,apricot,5
596,spaghetti squash,1
1396,black-eyed pea,1
1143,navy bean,6
3754,blackcurrant,6
4166,banana,2
1508,blackberry,3
4038,feijoa,1
4768,daikon,2
1414,goji berry,6
4079,blueberry,1
4318,coconut,4
185,blackcurrant,5
4352,cabbage,1
4528,lentils,4
1284,spinach,4
2228,navy bean,2
2273,blackberry,4
213,corn salad,2
3551,dragonfruit,1
221,bilberry,5
2303,avocado,4
893,blackcurrant,5
2530,fig,2
4769,spinach,6
1927,navy bean,1
4592,spaghetti squash,3
3433,fig,6
575,apple,6
1104,frisee,5
2703,raisin,1
3093,spinach,5
2202,marjoram,2
2161,blackberry,4
4198,azuki bean,2
2900,patty pan,5
4250,azuki bean,3
4060,fig,2
1554,tubers,3
3885,frisee,2
2703,date,5
4380,tubers,6
4676,fig,2
665,cloudberry,3
4245,blueberry,5
4737,cauliflower,3
3090,tabasco pepper,1
3480,tat soi,4
2361,broccoflower,5
980,banana,1
1791,feijoa,5
29,blackcurrant,3
849,marjoram,2
4937,date,1
569,goji berry,6
2724,feijoa,1
4115,blackcurrant,6
3896,blueberry,1
2212,tubers,4
1089,frisee,5
3566,apple,6
2791,daikon,5
2345,date,3
2410,broccoflower,3
1156,apple,2
4785,cabbage,4
3457,feijoa,6
2010,apricot,5
3781,azuki bean,6
3921,kale,1
858,turnip,6
4045,dragonfruit,1
314,date,4
1268,blackcurrant,1
804,damson,1
923,cherimoya,1
3289,apricot,6
1453,cloudberry,4
4854,blackcurrant,6
4907,feijoa,6
2156,cabbage,3
4173,grapefruit,5
1738,frisee,3
3522,patty pan,5
4688,daikon,4
224,broccoflower,6
3577,raisin,2
2847,bilberry,3
454,coconut,2
1082,feijoa,1
1137,corn salad,5
4285,blackcurrant,2
2217,spinach,2
906,dragonfruit,6
1341,corn salad,2
4166,dragonfruit,3
1031,acorn squash,6
3391,tabasco pepper,6
2232,broccoflower,3
3574,currant,2
3198,raisin,6
138,marjoram,5
2216,kale,3
1545,taro,6
2880,broccoflower,5
3374,blackcurrant,5
3814,bilberry,5
1934,kale,3
2149,white radish,5
3764,rutabaga,1
1325,fig,2
3032,apple,5
1882,patty pan,3
503,daikon,1
2258,date,4
2289,azuki bean,2
4932,daikon,6
361,spaghetti squash,4
2640,frisee,6
1197,date,6
752,watercress,5
2882,fig,3
891,corn salad,1
2116,banana,2
1983,kale,3
4664,black-eyed pea,2
3270,cherimoya,3
2071,apple,3
2519,damson,2
4769,tubers,1
2724,damson,5
1454,broccoflower,3
2482,corn salad,5
4403,white radish,5
3947,navy bean,4
1154,tubers,4
1736,tabasco pepper,5
741,dragonfruit,5
1768,lavender,5
3295,navy bean,4
2638,celery,3
3693,kale,2
3481,frisee,3
349,lentils,2
1003,spaghetti squash,5
2484,black-eyed pea,5
1408,date,2
1514,lentils,2
2069,blueberry,2
4687,apple,1
3820,currant,4
423,corn salad,2
4190,patty pan,1
468,avocado,1
2930,tubers,4
4351,bilberry,4
4286,bilberry,5
4438,cloudberry,1
1657,cherimoya,1
1402,currant,1
2740,tat soi,4
2123,daikon,1
1229,currant,1
4477,white radish,2
3964,white radish,5
3436,kale,6
4287,frisee,5
1804,apricot,1
46,apricot,6
463,cherimoya,4
1880,coconut,4
126,blackcurrant,4
534,damson,1
2381,currant,6
2733,spaghetti squash,5
4557,patty pan,5
1647,apricot,1
4899,banana,1
3323,blackberry,3
2886,cherimoya,1
1506,bilberry,2
3430,broccoflower,5
1833,tubers,5
1931,watercress,2
326,patty pan,4
424,grapefruit,5
759,tubers,4
869,bilberry,5
103,tabasco pepper,6
1138,cherimoya,1
2796,tat soi,3
248,kale,3
2670,broad beans,3
3011,coconut,3
2602,tabasco pepper,4
1349,date,1
1665,fig,4
1926,lentils,1
2714,radish,1
4087,broccoflower,6
3770,kale,4
4750,daikon,1
2049,bilberry,2
1680,black-eyed pea,3
4234,azuki bean,3
4914,patty pan,1
4767,radicchio,4
4964,spinach,4
1140,broccoflower,1
3078,lentils,3
3611,feijoa,2
323,watercress,5
4553,apricot,6
1833,banana,5
2194,feijoa,6
581,radish,3
2117,watercress,5
4047,fig,2
4408,blackcurrant,4
1086,apricot,4
4163,daikon,5
3497,navy bean,5
439,coconut,5
4882,radish,4
1187,date,5
2683,cabbage,3
2431,marjoram,3
2426,chickpea,1
805,daikon,2
3449,blackberry,2
1537,marjoram,6
1057,date,2
2728,coconut,1
2236,black-eyed pea,3
2321,cloudberry,1
3157,banana,5
3425,coconut,6
4026,banana,2
977,navy bean,2
4660,cloudberry,4
1810,frisee,5
2856,dragonfruit,4
3633,damson,2
1155,goji berry,4
904,cabbage,5
3156,lentils,6
2422,broccoflower,5
3264,tat soi,2
372,currant,1
2250,spinach,6
4467,blueberry,4
1436,avocado,5
4700,bilberry,1
4274,spinach,6
3187,tabasco pepper,2
2166,tubers,2
1425,grapefruit,1
3369,date,4
3608,kale,6
3964,coconut,1
4771,raisin,2
4481,kale,2
4675,white radish,6
4855,raisin,3
1404,feijoa,3
4212,ginger,5
4053,blackberry,4
4044,frisee,5
936,delicata,4
4523,tubers,4
1429,collard green,1
4542,spaghetti squash,3
1359,cherimoya,4
4476,spaghetti squash,6
3460,tubers,3
481,banana,5
1135,patty pan,6
3876,white radish,6
1736,apple,4
124,raisin,1
4971,lentils,6
3235,azuki bean,1
4583,kale,5
603,corn salad,4
3167,mangetout,2
3796,apple,3
814,frisee,2
2009,frisee,3
559,cherimoya,1
2327,tat soi,5
2801,avocado,2
3970,daikon,5
1505,black-eyed pea,4
4763,tubers,2
1512,broccoflower,5
86,blueberry,5
1517,yam,6
2422,frisee,4
3032,cabbage,6
2241,tat soi,4
2686,apple,1
2226,spinach,1
4327,chamomile,5
4302,blackcurrant,4
1335,tabasco pepper,6
3769,kale,6
2497,feijoa,3
4404,apple,1
1449,date,1
4351,azuki bean,4
2482,feijoa,3
1968,navy bean,5
3036,lentils,3
1095,lentils,3
3132,date,6
1032,blackcurrant,2
597,white radish,6
3682,tabasco pepper,3
1629,dragonfruit,1
1801,coconut,5
28,mustard green,2
1320,kale,5
3436,currant,5
3438,raisin,1
3765,goji berry,6
193,spaghetti squash,6
732,apricot,1
2805,fig,2
1571,bilberry,1
2008,goji berry,5
3904,blackberry,5
4042,blackcurrant,5
3199,cloudberry,4
3411,feijoa,2
3708,kale,5
3338,banana,2
3157,boysenberry,6
2475,cloudberry,4
539,tabasco pepper,5
3677,cabbage,1
3738,avocado,5
37,spinach,2
416,blueberry,2
991,apricot,3
4742,goji berry,3
2262,azuki bean,4
981,fig,6
3332,watercress,6
4417,damson,2
3919,dragonfruit,4
3189,radish,4
4732,spaghetti squash,5
2786,bilberry,1
748,navy bean,5
2605,cabbage,2
2761,navy bean,4
4569,cloudberry,5
3889,tubers,6
661,black-eyed pea,5
4939,blueberry,1
574,bilberry,3
4373,corn salad,3
4683,apple,3
640,raisin,2
3583,marjoram,6
1164,apple,3
4583,blueberry,4
1345,radish,5
1730,feijoa,3
1516,cabbage,2
4209,bilberry,3
209,blackcurrant,1
1318,fig,2
2121,kale,4
3197,broccoflower,5
4255,bilberry,5
2898,date,3
4283,navy bean,3
621,lima bean,4
1907,spinach,5
3651,feijoa,5
1305,fig,6
4933,blackcurrant,4
3923,feijoa,4
2887,lentils,3
2906,blackberry,1
1415,tubers,5
3842,lemon grass,3
2086,brussels sprout,2
4099,corn salad,4
1959,navy bean,1
930,currant,5
3482,spinach,4
4844,spaghetti squash,4
1019,cherimoya,6
1249,spaghetti squash,1
3980,white radish,1
2737,feijoa,1
4554,goji berry,2
1550,frisee,6
1001,grapefruit,2
572,avocado,4
3552,navy bean,5
2206,fig,4
4138,fig,2
2020,bilberry,6
644,black-eyed pea,1
3828,patty pan,3
3635,spaghetti squash,4
157,apple,5
3807,azuki bean,3
3762,apple,5
2559,watercress,3
3776,cherimoya,5
4973,apple,4
4678,dragonfruit,1
283,grapefruit,4
1737,white radish,6
2374,bilberry,3
4432,broccoflower,5
2044,banana,5
2778,cloudberry,4
730,cabbage,2
1445,grapefruit,3
1025,black-eyed pea,5
3518,broccoflower,3
3438,coconut,5
466,dragonfruit,1
1336,blueberry,5
3020,spinach,3
3912,cabbage,3
4182,date,5
1786,basil,2
268,blackcurrant,6
2372,apple,1
3614,cherimoya,5
1956,kale,6
2495,avocado,3
4760,white radish,5
1157,apple,5
160,lentils,2
4475,radish,5
4583,green pepper,2
385,date,4
3830,spinach,4
1029,tat soi,1
4868,apricot,1
3376,apple,4
2269,sweet potato,4
965,kale,5
2474,navy bean,3
3207,cabbage,6
2356,cherimoya,3
1241,apricot,5
3074,fig,1
1129,jerusalem artichoke,4
446,chickpea,6
2842,tabasco pepper,5
3558,arugula,6
18,dragonfruit,1
4110,broccoflower,5
3327,navy bean,2
4840,navy bean,2
1793,apricot,1
2804,fig,2
3476,kale,3
1801,avocado,3
4314,fig,4
4669,cherimoya,2
852,tabasco pepper,2
865,broccoflower,4
2490,broccoflower,3
3890,avocado,6
804,blackcurrant,2
526,apricot,4
657,watercress,6
4421,blackberry,3
873,banana,2
2371,spaghetti squash,5
4284,grapefruit,2
3066,dragonfruit,1
866,corn,3
2889,navy bean,2
3037,daikon,5
2865,kale,4
127,currant,6
865,bilberry,3
3253,banana,4
61,broccoflower,5
4241,navy bean,4
1426,damson,3
4760,damson,5
3851,radish,2
4022,blueberry,6
3590,broccoflower,4
2799,spinach,4
1473,tabasco pepper,2
472,dragonfruit,4
2169,white radish,3
4746,frisee,5
3685,mamey,1
1885,navy bean,3
3877,kale,3
193,avocado,4
2849,fig,6
799,cloudberry,5
4421,celeriac,6
4564,broccoflower,2
3587,tat soi,6
2923,blackberry,1
173,blackcurrant,1
3716,patty pan,3
337,cherimoya,4
1316,feijoa,3
2553,raisin,1
3641,marjoram,6
157,grapefruit,1
687,black-eyed pea,1
625,scallion,3
4974,frisee,3
2426,cabbage,1
1215,carrot,2
4457,avocado,4
3999,banana,5
3727,cabbage,6
2603,cherimoya,6
4484,daikon,2
4584,bilberry,1
3141,spinach,6
4699,goji berry,1
3988,cabbage,1
75,apple,6
2114,apricot,5
213,raisin,5
597,broccoflower,1
3579,grapefruit,4
2139,apple,3
2628,feijoa,6
2073,blackberry,3
3525,bilberry,2
1138,lentils,3
1023,raisin,2
1990,habanero,6
278,damson,6
713,spaghetti squash,4
1115,tubers,5
2092,patty pan,3
2320,corn salad,6
4909,coconut,5
1080,kale,3
3522,kale,6
1762,corn salad,6
3600,bilberry,1
3402,watercress,1
3186,azuki bean,3
3229,cloudberry,2
4105,blackberry,4
4884,azuki bean,3
1290,navy bean,4
319,cherimoya,3
2357,patty pan,6
2039,blueberry,3
4345,radish,1
3629,watercress,1
1604,white radish,2
3019,damson,6
909,apple,4
4952,coconut,1
54,spaghetti squash,4
3668,coconut,2
1248,bilberry,6
3654,spinach,6
543,grapefruit,6
553,radish,2
1398,blackberry,4
3782,navy bean,4
3088,lentils,1
1232,tabasco pepper,2
824,apple,2
3899,sage,2
2816,blueberry,4
4457,patty pan,2
4769,tat soi,3
290,bilberry,4
4669,bilberry,5
1847,avocado,3
1138,lentils,1
2969,spinach,1
4448,tubers,3
3577,tat soi,1
4527,fig,1
3984,frisee,1
227,avocado,4
3030,azuki bean,1
3902,radish,3
3193,lentils,3
3523,blueberry,5
2101,cloudberry,1
2030,damson,5
4368,grapefruit,5
4716,cabbage,4
759,watercress,3
4611,navy bean,3
2468,marjoram,3
3544,feijoa,2
707,blackcurrant,4
3459,cloudberry,6
2942,patty pan,4
1516,watercress,6
4579,banana,1
737,marjoram,5
450,coconut,3
1001,azuki bean,2
4945,dill,3
2754,broccoflower,6
1321,fig,6
1862,tubers,6
2817,coconut,5
518,yam,2
2037,cabbage,6
1740,tat soi,2
1165,marjoram,4
817,goji berry,3
2324,spaghetti squash,3
619,blueberry,6
4181,marjoram,4
4116,black-eyed pea,4
253,radish,1
2731,apricot,2
1977,watercress,6
2919,blueberry,3
1015,grapefruit,4
1891,cranberry,2
4964,tat soi,4
4923,navy bean,1
4818,damson,6
2365,eggplant,3
4327,black-eyed pea,4
504,dragonfruit,4
2686,date,6
450,blackcurrant,4
1654,tubers,2
1822,azuki bean,6
1913,cranberry,6
2985,corn salad,5
1444,tat soi,2
4315,damson,4
3901,frisee,2
4642,spinach,3
4426,tabasco pepper,4
1603,broccoflower,5
1869,feijoa,6
255,dragonfruit,2
2630,currant,2
1995,cabbage,5
1481,feijoa,3
1070,blueberry,3
4273,cloudberry,3
2404,spinach,4
1408,goji berry,1
3469,lentils,2
1290,tubers,6
1162,currant,1
4531,acorn squash,3
445,patty pan,4
42,dragonfruit,2
785,blueberry,3
1088,currant,5
3897,date,3
1325,fig,2
3335,watercress,5
2184,apple,6
2726,navy bean,1
4718,tubers,4
2718,radish,2
1887,black-eyed pea,5
1357,radish,5
3313,cherimoya,1
2469,corn salad,6
1615,watercress,5
2703,tubers,5
4806,broccoflower,5
555,azuki bean,1
2970,broccoflower,4
1510,bilberry,4
938,kale,5
773,watercress,3
4085,avocado,5
2921,daikon,5
2262,tabasco pepper,5
1471,ginger,5
2530,currant,1
3077,cabbage,5
3621,goji berry,2
3761,white radish,5
2201,radish,6
100,coconut,4
1133,apple,4
4632,navy bean,4
834,damson,5
4373,dragonfruit,2
1326,bilberry,3
1324,blackcurrant,1
1393,goji berry,6
4789,daikon,3
1547,damson,1
3062,black-eyed pea,2
2717,cloudberry,3
4307,cherimoya,3
3455,azuki bean,2
3757,currant,1
655,tabasco pepper,1
4688,corn salad,4
2652,tat soi,4
156,kale,3
1501,blueberry,4
1965,navy bean,2
969,grapefruit,3
4800,date,5
1597,tat soi,1
3308,navy bean,1
4535,grapefruit,4
2501,apricot,1
4200,tat soi,3
1060,endive,6
3286,patty pan,1
1076,cherimoya,4
3190,damson,3
1759,fig,2
4929,tubers,3
361,feijoa,1
621,goji berry,5
4262,azuki bean,4
537,cabbage,1
3153,fig,6
4541,kale,5
3584,daikon,5
4,banana,6
1116,avocado,3
1037,cloudberry,5
569,date,6
963,spinach,4
3245,tubers,5
1509,coconut,2
3313,grapefruit,6
1325,spaghetti squash,2
4989,currant,1
1516,spaghetti squash,2
710,cucumber,5
1429,corn salad,3
2198,cherimoya,4
3220,blackcurrant,2
2018,daikon,6
1047,raisin,2
716,sweet potato,5
4495,patty pan,4
1986,patty pan,2
3833,blueberry,4
2353,frisee,6
4175,azuki bean,2
3831,tabasco pepper,2
4428,apricot,6
4287,marjoram,1
4727,apricot,2
2816,blackcurrant,3
4402,raisin,4
1077,blackberry,6
1156,avocado,4
4037,blackcurrant,1
4499,avocado,6
875,lentils,2
1849,bilberry,1
1514,damson,3
3321,white radish,4
1053,navy bean,3
1728,bilberry,2
1428,dragonfruit,3
3598,white radish,3
2387,raisin,1
1631,raisin,3
629,date,2
1621,kale,3
3396,blackberry,2
4477,apricot,5
2596,grapefruit,6
791,blackberry,6
3031,blackcurrant,2
202,black-eyed pea,5
4584,banana,2
4485,tat soi,2
964,radish,6
960,damson,6
2655,tat soi,1
1870,corn salad,1
3352,watercress,2
3998,goji berry,5
3964,feijoa,5
4255,corn salad,4
1070,cloudberry,2
940,damson,2
3340,raisin,5
4020,radish,6
898,watercress,6
2360,corn salad,1
2629,goji berry,3
3525,cloudberry,3
4172,date,1
4824,kale,6
2178,spaghetti squash,3
4904,dragonfruit,4
743,lentils,3
3695,apricot,4
3932,marjoram,5
3362,dragonfruit,5
1981,black-eyed pea,5
1793,daikon,5
4433,blackcurrant,3
4416,apple,1
3258,daikon,2
2353,navy bean,5
4300,dragonfruit,5
4482,azuki bean,6
865,tubers,6
1910,navy bean,4
39,frisee,2
4137,cherimoya,5
2861,raisin,6
4352,bilberry,1
2890,blackcurrant,6
4547,spaghetti squash,1
816,spaghetti squash,1
1916,cherimoya,4
596,goji berry,4
3667,bilberry,2
1401,fig,3
2399,broccoflower,3
1505,corn salad,5
4723,radish,6
3059,tubers,4
2816,broccoflower,2
3396,cabbage,3
2262,apricot,3
1284,bilberry,2
3271,navy bean,1
161,blackberry,2
2239,navy bean,5
4604,azuki bean,6
1348,damson,4
971,azuki bean,3
99,daikon,4
3051,lentils,6
1458,dragonfruit,3
1956,tabasco pepper,6
2829,jicama,4
4229,cabbage,1
3076,bilberry,5
1056,azuki bean,5
1206,white radish,2
3127,spaghetti squash,5
2995,frisee,6
4298,navy bean,4
2,apple,2
1054,currant,2
2174,avocado,5
3444,apricot,4
2609,grapefruit,2
1868,avocado,1
1337,endive,6
4940,dragonfruit,2
2364,bilberry,3
3972,tabasco pepper,6
3503,apple,4
2904,marjoram,5
365,black-eyed pea,4
1951,coconut,4
4225,lentils,3
4464,tat soi,6
3971,blackcurrant,4
1366,rutabaga,6
2112,daikon,2
1763,cabbage,5
3264,blackberry,5
2600,frisee,6
1073,jalapeno,6
304,date,6
1266,radish,3
499,broccoflower,5
3634,tat soi,1
2112,azuki bean,5
4365,endive,6
1107,spinach,4
364,banana,3
570,tubers,1
3481,apricot,6
1723,tabasco pepper,3
4696,bilberry,4
1900,feijoa,1
1268,date,4
2440,blackcurrant,5
4896,fig,1
814,blackcurrant,2
4126,apricot,5
1629,cherimoya,1
2515,cabbage,6
589,banana,3
4412,black-eyed pea,6
2765,currant,3
1219,currant,5
4358,dragonfruit,3
3285,blackberry,1
1032,navy bean,5
1418,dragonfruit,6
4987,goji berry,2
4641,avocado,1
3928,currant,3
4134,damson,1
3050,black-eyed pea,3
2304,azuki bean,2
4170,fig,1
1567,currant,2
4420,patty pan,3
2212,radish,6
1138,damson,6
4107,grapefruit,2
3168,goji berry,4
1157,date,3
987,grapefruit,3
2615,cherimoya,4
3548,coconut,2
4550,frisee,2
4369,azuki bean,2
4928,raisin,2
1891,tabasco pepper,1
1846,spaghetti squash,6
2826,apricot,1
938,raisin,4
4016,damson,5
4050,apple,4
2044,radish,2
3645,apple,4
1377,kale,1
4124,blackberry,2
3208,white radish,5
2496,goji berry,6
437,coconut,1
1591,currant,2
2576,lentils,3
2450,coconut,2
1357,date,3
3661,corn salad,1
3826,white radish,4
1579,watercress,2
4054,courgette,5
1013,goji berry,2
2962,apricot,2
4741,dragonfruit,1
665,radish,3
4363,spaghetti squash,4
872,banana,6
669,blueberry,2
306,daikon,2
3917,banana,5
1256,daikon,5
1223,fig,6
2462,corn salad,4
1150,marjoram,4
2762,marjoram,2
4823,daikon,1
815,cloudberry,1
28,blackcurrant,2
4210,apple,1
4691,tubers,6
609,cloudberry,5
4312,tabasco pepper,1
3963,tubers,1
1072,kidney bean,5
1910,azuki bean,5
137,kale,2
1638,dragonfruit,1
2599,parsnip,2
2024,blueberry,6
3241,apricot,6
2219,apple,6
1115,marjoram,2
3769,cabbage,4
4369,spinach,1
354,coconut,6
4459,feijoa,5
4471,alfalfa sprout,6
2791,tabasco pepper,6
1039,dragonfruit,2
4757,bilberry,2
3515,lentils,2
3143,dragonfruit,3
3745,lentils,2
2829,damson,6
3575,grapefruit,4
3648,goji berry,6
1558,cloudberry,5
3789,blueberry,4
4124,fig,1
3896,marjoram,1
2176,kale,1
4334,cabbage,3
3082,navy bean,1
158,dragonfruit,6
4990,banana,6
2275,coconut,4
793,blueberry,1
3226,damson,2
3608,corn salad,6
4448,bilberry,4
4443,tubers,5
4203,blueberry,6
3656,goji berry,5
446,patty pan,5
4681,cabbage,3
3812,frisee,5
3738,watercress,2
3115,spinach,4
50,scallion,3
2189,cherimoya,3
4237,cloudberry,1
1343,grapefruit,3
69,banana,5
2826,acorn squash,2
3304,grapefruit,6
3805,kale,1
2441,apricot,2
2012,paprika,5
4082,broccoflower,6
135,white radish,6
3248,currant,1
3801,blackcurrant,4
2631,coconut,6
4231,banana,1
3264,kale,2
1563,borlotti bean,2
1690,dragonfruit,6
3831,kale,1
2970,spinach,6
3625,raisin,3
2534,marjoram,2
3012,frisee,3
136,apple,3
4895,frisee,1
2961,patty pan,1
3294,tat soi,4
4530,fig,6
798,black-eyed pea,3
1535,cabbage,4
2322,azuki bean,5
2975,apple,6
3566,lentils,2
3791,blackberry,4
2974,corn salad,3
4523,tubers,3
919,frisee,5
1880,kale,2
403,banana,6
2769,navy bean,4
4962,navy bean,3
424,white radish,4
1667,navy bean,4
2926,lentils,1
3953,spaghetti squash,3
4355,corn salad,6
4962,radish,3
3446,lentils,2
652,avocado,4
4116,azuki bean,2
4398,spinach,4
1341,coconut,6
3935,grapefruit,4
3452,tabasco pepper,4
16,raisin,6
2101,patty pan,2
3472,spinach,2
442,bilberry,2
2096,cherimoya,2
828,apricot,3
348,spinach,1
204,currant,2
4344,radish,1
2220,black-eyed pea,4
2883,tubers,1
4670,cherimoya,3
1808,tabasco pepper,4
3220,corn salad,6
4777,corn salad,4
4046,daikon,4
913,watercress,5
4208,blueberry,1
1818,dragonfruit,2
4617,goji berry,4
203,raisin,5
4698,blueberry,1
4526,daikon,5
1492,frisee,4
727,bilberry,6
3449,lentils,6
3798,blackcurrant,1
3138,currant,6
2785,kale,1
381,cherimoya,4
1740,bilberry,6
3333,damson,5
1066,apple,2
1505,fig,2
1629,radish,2
2461,blackberry,1
608,radish,6
3780,fig,2
2761,blueberry,3
115,bilberry,2
3979,date,2
1085,blackcurrant,4
1171,blackcurrant,3
3596,fig,1
1544,avocado,1
3236,damson,4
1164,dragonfruit,2
673,apple,4
2091,apple,4
1293,fig,6
457,blackberry,5
3348,daikon,6
2797,lentils,1
3154,blackberry,5
3900,black-eyed pea,3
2950,blueberry,6
2489,tat soi,6
2404,tabasco pepper,1
1951,bilberry,3
1368,azuki bean,4
4437,spinach,1
1241,frisee,5
187,radish,3
3343,raisin,6
869,spaghetti squash,3
2785,grapefruit,1
4712,cabbage,3
4779,feijoa,5
1879,spinach,3
2338,navy bean,2
4854,feijoa,5
2329,date,1
2746,banana,6
37,black-eyed pea,6
2274,banana,6
3168,spaghetti squash,3
855,raisin,4
3127,watercress,3
4305,coconut,6
4793,daikon,2
2759,coconut,2
1023,kale,5
1782,corn salad,2
3787,blackberry,2
1885,date,1
4997,cloudberry,4
4162,black-eyed pea,1
394,broccoflower,2
2052,raisin,3
3717,currant,4
4524,cabbage,1
4998,avocado,5
2611,daikon,6
4362,feijoa,4
1404,navy bean,6
1445,grapefruit,5
2274,fig,6
4487,feijoa,2
1087,fig,4
3485,blueberry,5
1088,patty pan,2
257,grapefruit,4
3193,corn salad,5
4401,apricot,1
3517,lentils,1
3279,tabasco pepper,6
2284,azuki bean,6
663,grapefruit,4
723,frisee,4
705,coconut,3
4624,feijoa,2
1420,white radish,5
581,apricot,2
4820,kale,5
4483,feijoa,1
3771,black-eyed pea,1
774,date,5
1111,raisin,6
786,azuki bean,6
4119,blackberry,1
4635,blackberry,5
3679,white radish,2
3627,apple,6
319,kale,4
9,feijoa,2
4016,fig,1
2955,lentils,2
4275,frisee,2
2051,dragonfruit,1
4465,black-eyed pea,3
4719,black-eyed pea,2
751,navy bean,4
4549,date,1
1766,tubers,1
4614,cherimoya,1
141,tabasco pepper,3
4095,oregano,6
902,daikon,2
3648,tubers,6
623,azuki bean,4
2028,feijoa,6
2099,blackberry,6
4797,spaghetti squash,1
157,cabbage,2
2787,grapefruit,4
3765,avocado,6
4512,daikon,5
2783,tubers,5
4889,spaghetti squash,6
3420,black-eyed pea,2
2176,corn salad,6
4606,tubers,5
4989,cloudberry,6
1671,banana,1
3098,fig,5
